cycle,alpha_max,f_min,alpha_err_B,alpha_err_C,d_err_B,d_err_C
20.1000,5.27474523e+00,9.27544790e-02,1.35624037e+00,6.79269790e-01,1.46384120e-01,1.46384120e-01
20.2000,5.34036623e+00,9.13112572e-02,1.36285788e+00,6.80990875e-01,1.46385295e-01,1.46385295e-01
20.3000,5.42147825e+00,8.95763996e-02,1.37598633e+00,6.84925898e-01,1.46386424e-01,1.46386424e-01
20.4000,5.48709925e+00,8.82111276e-02,1.39179601e+00,6.89675618e-01,1.46387507e-01,1.46387507e-01
20.5000,5.51216424e+00,8.76984079e-02,1.40537042e+00,6.93564675e-01,1.46388547e-01,1.46388547e-01
20.6000,5.51216424e+00,8.76984079e-02,1.41260777e+00,6.95484870e-01,1.46389545e-01,1.46389545e-01
20.7000,5.51216424e+00,8.76984079e-02,1.41578089e+00,6.95858322e-01,1.46390504e-01,1.46390504e-01
20.8000,5.51216424e+00,8.76984079e-02,1.41883185e+00,6.96217226e-01,1.46391424e-01,1.46391424e-01
20.9000,5.51216424e+00,8.76984079e-02,1.42176515e+00,6.96562136e-01,1.46392307e-01,1.46392307e-01
21.0000,5.51216424e+00,8.76984079e-02,1.42458513e+00,6.96893582e-01,1.46393155e-01,1.46393155e-01
21.1000,5.53722924e+00,8.71904398e-02,1.42729598e+00,6.97212141e-01,1.46393969e-01,1.46393969e-01
21.2000,5.60285024e+00,8.58826291e-02,1.43391396e+00,6.98853566e-01,1.46394751e-01,1.46394751e-01
21.3000,5.68396226e+00,8.43089636e-02,1.44703649e+00,7.02630250e-01,1.46395501e-01,1.46395501e-01
21.4000,5.74958326e+00,8.30693197e-02,1.46283771e+00,7.07194132e-01,1.46396221e-01,1.46396221e-01
21.5000,5.77464826e+00,8.26034985e-02,1.47640642e+00,7.10928812e-01,1.46396913e-01,1.46396913e-01
21.6000,5.77464826e+00,8.26034985e-02,1.48364534e+00,7.12782953e-01,1.46397577e-01,1.46397577e-01
21.7000,5.77464826e+00,8.26034985e-02,1.48682429e+00,7.13124574e-01,1.46398214e-01,1.46398214e-01
21.8000,5.77464826e+00,8.26034985e-02,1.48988062e+00,7.13452854e-01,1.46398826e-01,1.46398826e-01
21.9000,5.77464826e+00,8.26034985e-02,1.49281884e+00,7.13768301e-01,1.46399413e-01,1.46399413e-01
22.0000,5.77464826e+00,8.26034985e-02,1.49564332e+00,7.14071407e-01,1.46399977e-01,1.46399977e-01
22.1000,5.79971325e+00,8.21418428e-02,1.49835832e+00,7.14362708e-01,1.46400518e-01,1.46400518e-01
22.2000,5.86533425e+00,8.09525702e-02,1.50497666e+00,7.15931731e-01,1.46401038e-01,1.46401038e-01
22.3000,5.94644627e+00,7.95201997e-02,1.51809372e+00,7.19563343e-01,1.46401536e-01,1.46401536e-01
22.4000,6.01206728e+00,7.83908215e-02,1.53388714e+00,7.23956790e-01,1.46402015e-01,1.46402015e-01
22.5000,6.03713227e+00,7.79661969e-02,1.54745057e+00,7.27550114e-01,1.46402475e-01,1.46402475e-01
22.6000,6.03713227e+00,7.79661969e-02,1.55469083e+00,7.29345667e-01,1.46402916e-01,1.46402916e-01
22.7000,6.03713227e+00,7.79661969e-02,1.55787504e+00,7.29659015e-01,1.46403340e-01,1.46403340e-01
22.8000,6.03713227e+00,7.79661969e-02,1.56093618e+00,7.29960098e-01,1.46403747e-01,1.46403747e-01
22.9000,6.03713227e+00,7.79661969e-02,1.56387882e+00,7.30249387e-01,1.46404137e-01,1.46404137e-01
23.0000,6.03713227e+00,7.79661969e-02,1.56670736e+00,7.30527334e-01,1.46404512e-01,1.46404512e-01
23.1000,6.06219726e+00,7.75452405e-02,1.56942607e+00,7.30794445e-01,1.46404872e-01,1.46404872e-01
23.2000,6.12781826e+00,7.64602206e-02,1.57604467e+00,7.32297614e-01,1.46405217e-01,1.46405217e-01
23.3000,6.20893028e+00,7.51522716e-02,1.58915670e+00,7.35796364e-01,1.46405549e-01,1.46405549e-01
23.4000,6.27455129e+00,7.41201102e-02,1.60494292e+00,7.40033597e-01,1.46405867e-01,1.46405867e-01
23.5000,6.29961628e+00,7.37318340e-02,1.61850146e+00,7.43497541e-01,1.46406173e-01,1.46406173e-01
23.6000,6.29961628e+00,7.37318340e-02,1.62574288e+00,7.45241253e-01,1.46406466e-01,1.46406466e-01
23.7000,6.29961628e+00,7.37318340e-02,1.62893184e+00,7.45529400e-01,1.46406748e-01,1.46406748e-01
23.8000,6.29961628e+00,7.37318340e-02,1.63199734e+00,7.45806247e-01,1.46407018e-01,1.46407018e-01
23.9000,6.29961628e+00,7.37318340e-02,1.63494397e+00,7.46072229e-01,1.46407278e-01,1.46407278e-01
24.0000,6.29961628e+00,7.37318340e-02,1.63777618e+00,7.46327764e-01,1.46407527e-01,1.46407527e-01
24.1000,6.32468127e+00,7.33468020e-02,1.64049826e+00,7.46573330e-01,1.46407766e-01,1.46407766e-01
24.2000,6.39030228e+00,7.23538703e-02,1.64711706e+00,7.48016574e-01,1.46407996e-01,1.46407996e-01
24.3000,6.47141430e+00,7.11559529e-02,1.66022441e+00,7.51393713e-01,1.46408216e-01,1.46408216e-01
24.4000,6.53703530e+00,7.02098630e-02,1.67600399e+00,7.55487878e-01,1.46408428e-01,1.46408428e-01
24.5000,6.56210029e+00,6.98537905e-02,1.68955798e+00,7.58833476e-01,1.46408631e-01,1.46408631e-01
24.6000,6.56210029e+00,6.98537905e-02,1.69680043e+00,7.60531454e-01,1.46408826e-01,1.46408826e-01
24.7000,6.56210029e+00,6.98537905e-02,1.69999371e+00,7.60797060e-01,1.46409013e-01,1.46409013e-01
24.8000,6.56210029e+00,6.98537905e-02,1.70306318e+00,7.61052234e-01,1.46409193e-01,1.46409193e-01
24.9000,6.56210029e+00,6.98537905e-02,1.70601345e+00,7.61297376e-01,1.46409366e-01,1.46409366e-01
25.0000,6.56210029e+00,6.98537905e-02,1.70884900e+00,7.61532876e-01,1.46409531e-01,1.46409531e-01
25.1000,6.58716528e+00,6.95005987e-02,1.71157414e+00,7.61759184e-01,1.46409690e-01,1.46409690e-01
25.2000,6.65278629e+00,6.85893413e-02,1.71819309e+00,7.63147880e-01,1.46409843e-01,1.46409843e-01
25.3000,6.73389831e+00,6.74891188e-02,1.73129612e+00,7.66413794e-01,1.46409990e-01,1.46409990e-01
25.4000,6.79951931e+00,6.66195317e-02,1.74706954e+00,7.70377057e-01,1.46410130e-01,1.46410130e-01
25.5000,6.82458430e+00,6.62921016e-02,1.76061930e+00,7.73614491e-01,1.46410266e-01,1.46410266e-01
25.6000,6.82458430e+00,6.62921016e-02,1.76786266e+00,7.75272277e-01,1.46410395e-01,1.46410395e-01
25.7000,6.82458430e+00,6.62921016e-02,1.77105990e+00,7.75517652e-01,1.46410520e-01,1.46410520e-01
25.8000,6.82458430e+00,6.62921016e-02,1.77413299e+00,7.75753375e-01,1.46410639e-01,1.46410639e-01
25.9000,6.82458430e+00,6.62921016e-02,1.77708659e+00,7.75979819e-01,1.46410754e-01,1.46410754e-01
26.0000,6.82458430e+00,6.62921016e-02,1.77992519e+00,7.76197343e-01,1.46410864e-01,1.46410864e-01
26.1000,6.84964930e+00,6.59672388e-02,1.78265313e+00,7.76406377e-01,1.46410970e-01,1.46410970e-01
26.2000,6.91527030e+00,6.51286959e-02,1.78927220e+00,7.77745418e-01,1.46411071e-01,1.46411071e-01
26.3000,6.99638232e+00,6.41155392e-02,1.80237121e+00,7.80909707e-01,1.46411169e-01,1.46411169e-01
26.4000,7.06200332e+00,6.33142003e-02,1.81813892e+00,7.84753344e-01,1.46411262e-01,1.46411262e-01
26.5000,7.08706831e+00,6.30123378e-02,1.83168475e+00,7.87892026e-01,1.46411352e-01,1.46411352e-01
26.6000,7.08706831e+00,6.30123378e-02,1.83892892e+00,7.89514660e-01,1.46411438e-01,1.46411438e-01
26.7000,7.08706831e+00,6.30123378e-02,1.84212979e+00,7.89741816e-01,1.46411521e-01,1.46411521e-01
26.8000,7.08706831e+00,6.30123378e-02,1.84520622e+00,7.89960025e-01,1.46411601e-01,1.46411601e-01
26.9000,7.08706831e+00,6.30123378e-02,1.84816287e+00,7.90169634e-01,1.46411677e-01,1.46411677e-01
27.0000,7.08706831e+00,6.30123378e-02,1.85100428e+00,7.90370976e-01,1.46411750e-01,1.46411750e-01
27.1000,7.11213331e+00,6.27127714e-02,1.85373480e+00,7.90564461e-01,1.46411820e-01,1.46411820e-01
27.2000,7.17775431e+00,6.19391973e-02,1.86035395e+00,7.91858309e-01,1.46411888e-01,1.46411888e-01
27.3000,7.25886633e+00,6.10039069e-02,1.87344923e+00,7.94929862e-01,1.46411953e-01,1.46411953e-01
27.4000,7.32448733e+00,6.02636625e-02,1.88921163e+00,7.98664337e-01,1.46412015e-01,1.46412015e-01
27.5000,7.34955233e+00,5.99847007e-02,1.90275379e+00,8.01712977e-01,1.46412075e-01,1.46412075e-01
27.6000,7.34955233e+00,5.99847007e-02,1.90999868e+00,8.03305055e-01,1.46412132e-01,1.46412132e-01
27.7000,7.34955233e+00,5.99847007e-02,1.91320291e+00,8.03515750e-01,1.46412187e-01,1.46412187e-01
27.8000,7.34955233e+00,5.99847007e-02,1.91628241e+00,8.03718137e-01,1.46412240e-01,1.46412240e-01
27.9000,7.34955233e+00,5.99847007e-02,1.91924189e+00,8.03912539e-01,1.46412290e-01,1.46412290e-01
28.0000,7.34955233e+00,5.99847007e-02,1.92208588e+00,8.04099265e-01,1.46412339e-01,1.46412339e-01
28.1000,7.37461732e+00,5.97077994e-02,1.92481877e+00,8.04278707e-01,1.46412386e-01,1.46412386e-01
28.2000,7.44023832e+00,5.89924690e-02,1.93143800e+00,8.05531445e-01,1.46412431e-01,1.46412431e-01
28.3000,7.52135034e+00,5.81270477e-02,1.94452979e+00,8.08518501e-01,1.46412474e-01,1.46412474e-01
28.4000,7.58697135e+00,5.74416719e-02,1.96028724e+00,8.12153534e-01,1.46412515e-01,1.46412515e-01
28.5000,7.61203634e+00,5.71832884e-02,1.97382597e+00,8.15120205e-01,1.46412555e-01,1.46412555e-01
28.6000,7.61203634e+00,5.71832884e-02,1.98107153e+00,8.16685928e-01,1.46412593e-01,1.46412593e-01
28.7000,7.61203634e+00,5.71832884e-02,1.98427886e+00,8.16881705e-01,1.46412630e-01,1.46412630e-01
28.8000,7.61203634e+00,5.71832884e-02,1.98736120e+00,8.17069753e-01,1.46412665e-01,1.46412665e-01
28.9000,7.61203634e+00,5.71832884e-02,1.99032329e+00,8.17250375e-01,1.46412698e-01,1.46412698e-01
29.0000,7.61203634e+00,5.71832884e-02,1.99316968e+00,8.17423859e-01,1.46412731e-01,1.46412731e-01
29.1000,7.63710133e+00,5.69267595e-02,1.99590478e+00,8.17590580e-01,1.46412762e-01,1.46412762e-01
29.2000,7.70272233e+00,5.62638092e-02,2.00252406e+00,8.18805948e-01,1.46412792e-01,1.46412792e-01
29.3000,7.78383435e+00,5.54612764e-02,2.01561259e+00,8.21716156e-01,1.46412820e-01,1.46412820e-01
29.4000,7.84945536e+00,5.48253289e-02,2.03136542e+00,8.25260788e-01,1.46412848e-01,1.46412848e-01
29.5000,7.87452035e+00,5.45854928e-02,2.04490094e+00,8.28152983e-01,1.46412874e-01,1.46412874e-01
29.6000,7.87452035e+00,5.45854928e-02,2.05214710e+00,8.29696195e-01,1.46412900e-01,1.46412900e-01
29.7000,7.87452035e+00,5.45854928e-02,2.05535731e+00,8.29878411e-01,1.46412924e-01,1.46412924e-01
29.8000,7.87452035e+00,5.45854928e-02,2.05844230e+00,8.30053428e-01,1.46412947e-01,1.46412947e-01
29.9000,7.87452035e+00,5.45854928e-02,2.06140681e+00,8.30221526e-01,1.46412970e-01,1.46412970e-01
30.0000,7.87452035e+00,5.45854928e-02,2.06425543e+00,8.30382976e-01,1.46412991e-01,1.46412991e-01
30.1000,7.89958534e+00,5.43473309e-02,2.06699257e+00,8.30538137e-01,1.46413012e-01,1.46413012e-01
30.2000,7.96520635e+00,5.37316284e-02,2.07361190e+00,8.31719574e-01,1.46413032e-01,1.46413032e-01
30.3000,8.04631837e+00,5.29858676e-02,2.08669738e+00,8.34560041e-01,1.46413051e-01,1.46413051e-01
30.4000,8.11193937e+00,5.23945764e-02,2.10244588e+00,8.38022686e-01,1.46413069e-01,1.46413069e-01
30.5000,8.13700436e+00,5.21715052e-02,2.11597838e+00,8.40847366e-01,1.46413086e-01,1.46413086e-01
30.6000,8.13700436e+00,5.21715052e-02,2.12322510e+00,8.42371595e-01,1.46413103e-01,1.46413103e-01
30.7000,8.13700436e+00,5.21715052e-02,2.12643800e+00,8.42541450e-01,1.46413119e-01,1.46413119e-01
30.8000,8.13700436e+00,5.21715052e-02,2.12952545e+00,8.42704589e-01,1.46413135e-01,1.46413135e-01
30.9000,8.13700436e+00,5.21715052e-02,2.13249222e+00,8.42861274e-01,1.46413150e-01,1.46413150e-01
31.0000,8.13700436e+00,5.21715052e-02,2.13534291e+00,8.43011757e-01,1.46413164e-01,1.46413164e-01
31.1000,8.16206935e+00,5.19499497e-02,2.13808195e+00,8.43156386e-01,1.46413178e-01,1.46413178e-01
31.2000,8.22769036e+00,5.13769857e-02,2.14470132e+00,8.44307056e-01,1.46413191e-01,1.46413191e-01
31.3000,8.30880238e+00,5.06826180e-02,2.15778395e+00,8.47084394e-01,1.46413204e-01,1.46413204e-01
31.4000,8.37442338e+00,5.01317825e-02,2.17352838e+00,8.50472891e-01,1.46413216e-01,1.46413216e-01
31.5000,8.39948837e+00,4.99239061e-02,2.18705806e+00,8.53236528e-01,1.46413228e-01,1.46413228e-01
31.6000,8.39948837e+00,4.99239061e-02,2.19430529e+00,8.54745012e-01,1.46413239e-01,1.46413239e-01
31.7000,8.39948837e+00,4.99239061e-02,2.19752068e+00,8.54903572e-01,1.46413250e-01,1.46413250e-01
31.8000,8.39948837e+00,4.99239061e-02,2.20061043e+00,8.55055857e-01,1.46413260e-01,1.46413260e-01
31.9000,8.39948837e+00,4.99239061e-02,2.20357932e+00,8.55202113e-01,1.46413270e-01,1.46413270e-01
32.0000,8.39948837e+00,4.99239061e-02,2.20643194e+00,8.55342576e-01,1.46413279e-01,1.46413279e-01
32.1000,8.42455337e+00,4.97174054e-02,2.20917276e+00,8.55477583e-01,1.46413288e-01,1.46413288e-01
32.2000,8.49017437e+00,4.91832048e-02,2.21579215e+00,8.56600405e-01,1.46413297e-01,1.46413297e-01
32.3000,8.57128639e+00,4.85354834e-02,2.22887210e+00,8.59320768e-01,1.46413306e-01,1.46413306e-01
32.4000,8.63690739e+00,4.80213931e-02,2.24461272e+00,8.62642423e-01,1.46413314e-01,1.46413314e-01
32.5000,8.66197238e+00,4.78273239e-02,2.25813973e+00,8.65351041e-01,1.46413321e-01,1.46413321e-01
32.6000,8.66197238e+00,4.78273239e-02,2.26538743e+00,8.66846760e-01,1.46413329e-01,1.46413329e-01
32.7000,8.66197238e+00,4.78273239e-02,2.26860517e+00,8.66994972e-01,1.46413336e-01,1.46413336e-01
32.8000,8.66197238e+00,4.78273239e-02,2.27169707e+00,8.67137314e-01,1.46413343e-01,1.46413343e-01
32.9000,8.66197238e+00,4.78273239e-02,2.27466793e+00,8.67274018e-01,1.46413349e-01,1.46413349e-01
33.0000,8.66197238e+00,4.78273239e-02,2.27752237e+00,8.67405304e-01,1.46413356e-01,1.46413356e-01
33.1000,8.68703738e+00,4.76345066e-02,2.28026485e+00,8.67531498e-01,1.46413362e-01,1.46413362e-01
33.2000,8.75265838e+00,4.71355528e-02,2.28688427e+00,8.68629169e-01,1.46413368e-01,1.46413368e-01
33.3000,8.83377040e+00,4.65302753e-02,2.29996169e+00,8.71298290e-01,1.46413373e-01,1.46413373e-01
33.4000,8.89939140e+00,4.60496423e-02,2.31569872e+00,8.74559917e-01,1.46413379e-01,1.46413379e-01
33.5000,8.92445640e+00,4.58681501e-02,2.32922322e+00,8.77219128e-01,1.46413384e-01,1.46413384e-01
33.6000,8.92445640e+00,4.58681501e-02,2.33647135e+00,8.78704823e-01,1.46413389e-01,1.46413389e-01
33.7000,8.92445640e+00,4.58681501e-02,2.33969129e+00,8.78843533e-01,1.46413394e-01,1.46413394e-01
33.8000,8.92445640e+00,4.58681501e-02,2.34278521e+00,8.78976747e-01,1.46413398e-01,1.46413398e-01
33.9000,8.92445640e+00,4.58681501e-02,2.34575792e+00,8.79104680e-01,1.46413402e-01,1.46413402e-01
34.0000,8.92445640e+00,4.58681501e-02,2.34861406e+00,8.79227541e-01,1.46413407e-01,1.46413407e-01
34.1000,8.94952139e+00,4.56877998e-02,2.35135811e+00,8.79345646e-01,1.46413411e-01,1.46413411e-01
34.2000,9.01514239e+00,4.52209726e-02,2.35797754e+00,8.80420660e-01,1.46413415e-01,1.46413415e-01
34.3000,9.09625441e+00,4.46544067e-02,2.37105258e+00,8.83043883e-01,1.46413418e-01,1.46413418e-01
34.4000,9.16187542e+00,4.42043085e-02,2.38678622e+00,8.86251838e-01,1.46413422e-01,1.46413422e-01
34.5000,9.18694041e+00,4.40342994e-02,2.40030835e+00,8.88866869e-01,1.46413425e-01,1.46413425e-01
34.6000,9.18694041e+00,4.40342994e-02,2.40755689e+00,8.90345065e-01,1.46413429e-01,1.46413429e-01
34.7000,9.18694041e+00,4.40342994e-02,2.41077890e+00,8.90475033e-01,1.46413432e-01,1.46413432e-01
34.8000,9.18694041e+00,4.40342994e-02,2.41387471e+00,8.90599848e-01,1.46413435e-01,1.46413435e-01
34.9000,9.18694041e+00,4.40342994e-02,2.41684916e+00,8.90719713e-01,1.46413438e-01,1.46413438e-01
35.0000,9.18694041e+00,4.40342994e-02,2.41970690e+00,8.90834823e-01,1.46413440e-01,1.46413440e-01
35.1000,9.21200540e+00,4.38653340e-02,2.42245242e+00,8.90945487e-01,1.46413443e-01,1.46413443e-01
35.2000,9.27762640e+00,4.34278563e-02,2.42907186e+00,8.92000153e-01,1.46413446e-01,1.46413446e-01
35.3000,9.35873842e+00,4.28966777e-02,2.44214465e+00,8.94582459e-01,1.46413448e-01,1.46413448e-01
35.4000,9.42435943e+00,4.24745094e-02,2.45787510e+00,8.97742677e-01,1.46413451e-01,1.46413451e-01
35.5000,9.44942442e+00,4.23150074e-02,2.47139498e+00,9.00318400e-01,1.46413453e-01,1.46413453e-01
35.6000,9.44942442e+00,4.23150074e-02,2.47864390e+00,9.01791425e-01,1.46413455e-01,1.46413455e-01
35.7000,9.44942442e+00,4.23150074e-02,2.48186785e+00,9.01913333e-01,1.46413457e-01,1.46413457e-01
35.8000,9.44942442e+00,4.23150074e-02,2.48496546e+00,9.02030405e-01,1.46413459e-01,1.46413459e-01
35.9000,9.44942442e+00,4.23150074e-02,2.48794155e+00,9.02142831e-01,1.46413461e-01,1.46413461e-01
36.0000,9.44942442e+00,4.23150074e-02,2.49080079e+00,9.02250796e-01,1.46413463e-01,1.46413463e-01
36.1000,9.47448941e+00,4.21564617e-02,2.49354769e+00,9.02354601e-01,1.46413465e-01,1.46413465e-01
36.2000,9.54011042e+00,4.17458550e-02,2.50016714e+00,9.03391060e-01,1.46413466e-01,1.46413466e-01
36.3000,9.62122244e+00,4.12470943e-02,2.51323781e+00,9.05937096e-01,1.46413468e-01,1.46413468e-01
36.4000,9.68684344e+00,4.08505271e-02,2.52896523e+00,9.09055114e-01,1.46413470e-01,1.46413470e-01
36.5000,9.71190843e+00,4.07006597e-02,2.54248299e+00,9.11596073e-01,1.46413471e-01,1.46413471e-01
36.6000,9.71190843e+00,4.07006597e-02,2.54973226e+00,9.13066073e-01,1.46413473e-01,1.46413473e-01
36.7000,9.71190843e+00,4.07006597e-02,2.55295805e+00,9.13180535e-01,1.46413474e-01,1.46413474e-01
36.8000,9.71190843e+00,4.07006597e-02,2.55605733e+00,9.13290455e-01,1.46413475e-01,1.46413475e-01
36.9000,9.71190843e+00,4.07006597e-02,2.55903497e+00,9.13396012e-01,1.46413477e-01,1.46413477e-01
37.0000,9.71190843e+00,4.07006597e-02,2.56189564e+00,9.13497377e-01,1.46413478e-01,1.46413478e-01
37.1000,9.73697342e+00,4.05516702e-02,2.56464384e+00,9.13594848e-01,1.46413479e-01,1.46413479e-01
37.2000,9.80259443e+00,4.01657164e-02,2.57126330e+00,9.14615087e-01,1.46413480e-01,1.46413480e-01
37.3000,9.88370645e+00,3.96967142e-02,2.58433196e+00,9.17129188e-01,1.46413481e-01,1.46413481e-01
37.4000,9.94932745e+00,3.93236610e-02,2.60005651e+00,9.20210174e-01,1.46413482e-01,1.46413482e-01
37.5000,9.97439244e+00,3.91826458e-02,2.61357225e+00,9.22720605e-01,1.46413483e-01,1.46413483e-01
37.6000,9.97439244e+00,3.91826458e-02,2.62082185e+00,9.24189557e-01,1.46413484e-01,1.46413484e-01
37.7000,9.97439244e+00,3.91826458e-02,2.62404938e+00,9.24297130e-01,1.46413485e-01,1.46413485e-01
37.8000,9.97439244e+00,3.91826458e-02,2.62715026e+00,9.24400433e-01,1.46413486e-01,1.46413486e-01
37.9000,9.97439244e+00,3.91826458e-02,2.63012936e+00,9.24499633e-01,1.46413487e-01,1.46413487e-01
38.0000,9.97439244e+00,3.91826458e-02,2.63299137e+00,9.24594894e-01,1.46413488e-01,1.46413488e-01
38.1000,9.99945744e+00,3.90424380e-02,2.63574080e+00,9.24686504e-01,1.46413489e-01,1.46413489e-01
38.2000,1.00650784e+01,3.86791468e-02,2.64236027e+00,9.25692366e-01,1.46413489e-01,1.46413489e-01
38.3000,1.01461905e+01,3.82375153e-02,2.65542701e+00,9.28178576e-01,1.46413490e-01,1.46413490e-01
38.4000,1.02118115e+01,3.78861009e-02,2.67114885e+00,9.31227354e-01,1.46413491e-01,1.46413491e-01
38.5000,1.02368765e+01,3.77532346e-02,2.68466268e+00,9.33711208e-01,1.46413491e-01,1.46413491e-01
38.6000,1.02368765e+01,3.77532346e-02,2.69191258e+00,9.35180936e-01,1.46413492e-01,1.46413492e-01
38.7000,1.02368765e+01,3.77532346e-02,2.69514175e+00,9.35282124e-01,1.46413493e-01,1.46413493e-01
38.8000,1.02368765e+01,3.77532346e-02,2.69824414e+00,9.35379294e-01,1.46413493e-01,1.46413493e-01
38.9000,1.02368765e+01,3.77532346e-02,2.70122462e+00,9.35472604e-01,1.46413494e-01,1.46413494e-01
39.0000,1.02368765e+01,3.77532346e-02,2.70408790e+00,9.35562206e-01,1.46413494e-01,1.46413494e-01
39.1000,1.02619414e+01,3.76211122e-02,2.70683851e+00,9.35648387e-01,1.46413495e-01,1.46413495e-01
39.2000,1.03275625e+01,3.72786934e-02,2.71345797e+00,9.36641585e-01,1.46413495e-01,1.46413495e-01
39.3000,1.04086745e+01,3.68622835e-02,2.72652290e+00,9.39103674e-01,1.46413496e-01,1.46413496e-01
39.4000,1.04742955e+01,3.65308189e-02,2.74224216e+00,9.42124747e-01,1.46413496e-01,1.46413496e-01
39.5000,1.04993605e+01,3.64054677e-02,2.75575417e+00,9.44585707e-01,1.46413497e-01,1.46413497e-01
39.6000,1.04993605e+01,3.64054677e-02,2.76300436e+00,9.46057890e-01,1.46413497e-01,1.46413497e-01
39.7000,1.04993605e+01,3.64054677e-02,2.76623509e+00,9.46153152e-01,1.46413498e-01,1.46413498e-01
39.8000,1.04993605e+01,3.64054677e-02,2.76933890e+00,9.46244629e-01,1.46413498e-01,1.46413498e-01
39.9000,1.04993605e+01,3.64054677e-02,2.77232070e+00,9.46332472e-01,1.46413498e-01,1.46413498e-01
40.0000,1.04993605e+01,3.64054677e-02,2.77518519e+00,9.46416822e-01,1.46413499e-01,1.46413499e-01
